,C1_OBJ_NM,C2_NM,DT,C2,C1,C1_NM,UNIT_NM,ITM_ID,TBL_ID,ITM_NM,C2_OBJ_NM,TBL_NM
45,특성별,취업자(일을 한다),78,B01,A0303,50대,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
46,특성별,취업자(일을 한다),79.4,B01,A0303,50대,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
47,특성별,취업자(일을 한다),81.2,B01,A0303,50대,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
48,특성별,향후 구직의사 있음(학생 구직자 등),8,B0201,A0303,50대,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
49,특성별,향후 구직의사 있음(학생 구직자 등),4.9,B0201,A0303,50대,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
50,특성별,향후 구직의사 있음(학생 구직자 등),8.3,B0201,A0303,50대,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
51,특성별,향후 구직의사 없음(연로자 구직단념자 등),14,B0202,A0303,50대,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
52,특성별,향후 구직의사 없음(연로자 구직단념자 등),15.7,B0202,A0303,50대,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
53,특성별,향후 구직의사 없음(연로자 구직단념자 등),10.5,B0202,A0303,50대,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
54,특성별,취업자(일을 한다),48.2,B01,A0304,60대,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
55,특성별,취업자(일을 한다),50.8,B01,A0304,60대,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
56,특성별,취업자(일을 한다),55.2,B01,A0304,60대,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
57,특성별,향후 구직의사 있음(학생 구직자 등),7.9,B0201,A0304,60대,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
58,특성별,향후 구직의사 있음(학생 구직자 등),5.5,B0201,A0304,60대,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
59,특성별,향후 구직의사 있음(학생 구직자 등),9.9,B0201,A0304,60대,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
60,특성별,향후 구직의사 없음(연로자 구직단념자 등),43.9,B0202,A0304,60대,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
61,특성별,향후 구직의사 없음(연로자 구직단념자 등),43.6,B0202,A0304,60대,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
62,특성별,향후 구직의사 없음(연로자 구직단념자 등),34.9,B0202,A0304,60대,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
63,특성별,취업자(일을 한다),28.3,B01,A0305,70대,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
64,특성별,취업자(일을 한다),26.2,B01,A0305,70대,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
65,특성별,취업자(일을 한다),22.6,B01,A0305,70대,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
66,특성별,향후 구직의사 있음(학생 구직자 등),5.3,B0201,A0305,70대,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
67,특성별,향후 구직의사 있음(학생 구직자 등),1.9,B0201,A0305,70대,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
68,특성별,향후 구직의사 있음(학생 구직자 등),2.9,B0201,A0305,70대,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
69,특성별,향후 구직의사 없음(연로자 구직단념자 등),66.4,B0202,A0305,70대,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
70,특성별,향후 구직의사 없음(연로자 구직단념자 등),71.9,B0202,A0305,70대,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
71,특성별,향후 구직의사 없음(연로자 구직단념자 등),74.6,B0202,A0305,70대,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
72,특성별,취업자(일을 한다),5.2,B01,A0306,80대 이상,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
73,특성별,취업자(일을 한다),4.4,B01,A0306,80대 이상,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
74,특성별,취업자(일을 한다),6.4,B01,A0306,80대 이상,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
75,특성별,향후 구직의사 있음(학생 구직자 등),0.3,B0201,A0306,80대 이상,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
76,특성별,향후 구직의사 있음(학생 구직자 등),0.1,B0201,A0306,80대 이상,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
77,특성별,향후 구직의사 있음(학생 구직자 등),1.2,B0201,A0306,80대 이상,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
78,특성별,향후 구직의사 없음(연로자 구직단념자 등),94.4,B0202,A0306,80대 이상,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
79,특성별,향후 구직의사 없음(연로자 구직단념자 등),95.6,B0202,A0306,80대 이상,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
80,특성별,향후 구직의사 없음(연로자 구직단념자 등),92.3,B0202,A0306,80대 이상,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
81,특성별,취업자(일을 한다),20.4,B01,A0401,독립유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
82,특성별,취업자(일을 한다),18.8,B01,A0401,독립유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
83,특성별,취업자(일을 한다),16.3,B01,A0401,독립유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
84,특성별,향후 구직의사 있음(학생 구직자 등),3.7,B0201,A0401,독립유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
85,특성별,향후 구직의사 있음(학생 구직자 등),2.1,B0201,A0401,독립유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
86,특성별,향후 구직의사 있음(학생 구직자 등),4,B0201,A0401,독립유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
87,특성별,향후 구직의사 없음(연로자 구직단념자 등),75.9,B0202,A0401,독립유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
88,특성별,향후 구직의사 없음(연로자 구직단념자 등),79.1,B0202,A0401,독립유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
89,특성별,향후 구직의사 없음(연로자 구직단념자 등),79.6,B0202,A0401,독립유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
90,특성별,취업자(일을 한다),59.2,B01,A0402,국가유공자(본인),%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
91,특성별,취업자(일을 한다),36.6,B01,A0402,국가유공자(본인),%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
92,특성별,취업자(일을 한다),35.9,B01,A0402,국가유공자(본인),%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
93,특성별,향후 구직의사 있음(학생 구직자 등),7,B0201,A0402,국가유공자(본인),%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
94,특성별,향후 구직의사 있음(학생 구직자 등),2.9,B0201,A0402,국가유공자(본인),%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
95,특성별,향후 구직의사 있음(학생 구직자 등),5.3,B0201,A0402,국가유공자(본인),%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
96,특성별,향후 구직의사 없음(연로자 구직단념자 등),33.8,B0202,A0402,국가유공자(본인),%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
97,특성별,향후 구직의사 없음(연로자 구직단념자 등),60.5,B0202,A0402,국가유공자(본인),%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
98,특성별,향후 구직의사 없음(연로자 구직단념자 등),58.8,B0202,A0402,국가유공자(본인),%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
99,특성별,취업자(일을 한다),29.3,B01,A0403,국가유공자(유족),%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
100,특성별,취업자(일을 한다),28.8,B01,A0403,국가유공자(유족),%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
101,특성별,취업자(일을 한다),30.8,B01,A0403,국가유공자(유족),%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
102,특성별,향후 구직의사 있음(학생 구직자 등),4.1,B0201,A0403,국가유공자(유족),%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
103,특성별,향후 구직의사 있음(학생 구직자 등),2.7,B0201,A0403,국가유공자(유족),%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
104,특성별,향후 구직의사 있음(학생 구직자 등),4.1,B0201,A0403,국가유공자(유족),%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
105,특성별,향후 구직의사 없음(연로자 구직단념자 등),66.5,B0202,A0403,국가유공자(유족),%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
106,특성별,향후 구직의사 없음(연로자 구직단념자 등),68.6,B0202,A0403,국가유공자(유족),%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
107,특성별,향후 구직의사 없음(연로자 구직단념자 등),65.1,B0202,A0403,국가유공자(유족),%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
108,특성별,취업자(일을 한다),64.5,B01,A0404,5·18민주유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
109,특성별,취업자(일을 한다),56,B01,A0404,5·18민주유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
110,특성별,취업자(일을 한다),46.3,B01,A0404,5·18민주유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
111,특성별,향후 구직의사 있음(학생 구직자 등),5.8,B0201,A0404,5·18민주유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
112,특성별,향후 구직의사 있음(학생 구직자 등),4.5,B0201,A0404,5·18민주유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
113,특성별,향후 구직의사 있음(학생 구직자 등),5.4,B0201,A0404,5·18민주유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
114,특성별,향후 구직의사 없음(연로자 구직단념자 등),29.7,B0202,A0404,5·18민주유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
115,특성별,향후 구직의사 없음(연로자 구직단념자 등),39.5,B0202,A0404,5·18민주유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
116,특성별,향후 구직의사 없음(연로자 구직단념자 등),48.4,B0202,A0404,5·18민주유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
117,특성별,취업자(일을 한다),23.6,B01,A0405,참전유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
118,특성별,취업자(일을 한다),23.8,B01,A0405,참전유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
119,특성별,취업자(일을 한다),18.9,B01,A0405,참전유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
120,특성별,향후 구직의사 있음(학생 구직자 등),3.6,B0201,A0405,참전유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
121,특성별,향후 구직의사 있음(학생 구직자 등),1.1,B0201,A0405,참전유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
122,특성별,향후 구직의사 있음(학생 구직자 등),3.2,B0201,A0405,참전유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
123,특성별,향후 구직의사 없음(연로자 구직단념자 등),72.9,B0202,A0405,참전유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
124,특성별,향후 구직의사 없음(연로자 구직단념자 등),75.1,B0202,A0405,참전유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
125,특성별,향후 구직의사 없음(연로자 구직단념자 등),77.9,B0202,A0405,참전유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
126,특성별,취업자(일을 한다),23,B01,A0406,고엽제,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
127,특성별,취업자(일을 한다),24.1,B01,A0406,고엽제,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
128,특성별,취업자(일을 한다),18,B01,A0406,고엽제,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
129,특성별,향후 구직의사 있음(학생 구직자 등),11.2,B0201,A0406,고엽제,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
130,특성별,향후 구직의사 있음(학생 구직자 등),1.8,B0201,A0406,고엽제,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
131,특성별,향후 구직의사 있음(학생 구직자 등),2.6,B0201,A0406,고엽제,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
132,특성별,향후 구직의사 없음(연로자 구직단념자 등),65.8,B0202,A0406,고엽제,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
133,특성별,향후 구직의사 없음(연로자 구직단념자 등),74.1,B0202,A0406,고엽제,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
134,특성별,향후 구직의사 없음(연로자 구직단념자 등),79.4,B0202,A0406,고엽제,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
135,특성별,취업자(일을 한다),67.1,B01,A0407,특수임무유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
136,특성별,취업자(일을 한다),62,B01,A0407,특수임무유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
137,특성별,취업자(일을 한다),69.6,B01,A0407,특수임무유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
138,특성별,향후 구직의사 있음(학생 구직자 등),6,B0201,A0407,특수임무유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
139,특성별,향후 구직의사 있음(학생 구직자 등),4.5,B0201,A0407,특수임무유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
140,특성별,향후 구직의사 있음(학생 구직자 등),5.3,B0201,A0407,특수임무유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
141,특성별,향후 구직의사 없음(연로자 구직단념자 등),26.9,B0202,A0407,특수임무유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
142,특성별,향후 구직의사 없음(연로자 구직단념자 등),33.5,B0202,A0407,특수임무유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
143,특성별,향후 구직의사 없음(연로자 구직단념자 등),25.1,B0202,A0407,특수임무유공자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
144,특성별,취업자(일을 한다),71.3,B01,A0408,제대군인,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
145,특성별,취업자(일을 한다),76.4,B01,A0408,제대군인,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
146,특성별,취업자(일을 한다),77.1,B01,A0408,제대군인,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
147,특성별,향후 구직의사 있음(학생 구직자 등),11.1,B0201,A0408,제대군인,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
148,특성별,향후 구직의사 있음(학생 구직자 등),7,B0201,A0408,제대군인,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
149,특성별,향후 구직의사 있음(학생 구직자 등),7.4,B0201,A0408,제대군인,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
150,특성별,향후 구직의사 없음(연로자 구직단념자 등),17.5,B0202,A0408,제대군인,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
151,특성별,향후 구직의사 없음(연로자 구직단념자 등),16.6,B0202,A0408,제대군인,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
152,특성별,향후 구직의사 없음(연로자 구직단념자 등),15.5,B0202,A0408,제대군인,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
153,특성별,취업자(일을 한다),57.3,B01,A0409,보훈보상대상자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
154,특성별,취업자(일을 한다),63.6,B01,A0409,보훈보상대상자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
155,특성별,취업자(일을 한다),63.7,B01,A0409,보훈보상대상자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
156,특성별,향후 구직의사 있음(학생 구직자 등),13.1,B0201,A0409,보훈보상대상자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
157,특성별,향후 구직의사 있음(학생 구직자 등),7.9,B0201,A0409,보훈보상대상자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
158,특성별,향후 구직의사 있음(학생 구직자 등),8.1,B0201,A0409,보훈보상대상자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
159,특성별,향후 구직의사 없음(연로자 구직단념자 등),29.6,B0202,A0409,보훈보상대상자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
160,특성별,향후 구직의사 없음(연로자 구직단념자 등),28.5,B0202,A0409,보훈보상대상자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
161,특성별,향후 구직의사 없음(연로자 구직단념자 등),28.3,B0202,A0409,보훈보상대상자,%,T001,DT_109006_J001,경제활동 참여 상태,참여상태별,경제활동 참여 상태
