C1_OBJ_NM,C2_NM,DT,C2,C1,PRD_SE,UNIT_NM_ENG,ITM_ID,TBL_ID,ITM_NM,TBL_NM,PRD_DE,LST_CHN_DE,C1_NM,UNIT_NM,ORG_ID,C2_OBJ_NM
특성별,1종,4.1,B020201,A01,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,전체,%,109,급여별
특성별,2종,0.9,B020202,A01,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,전체,%,109,급여별
특성별,2종,2.3,B020202,A01,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2021,2022-07-15,전체,%,109,급여별
특성별,2종,1.5,B020202,A01,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,전체,%,109,급여별
특성별,국가유공자무료진료,3.5,B020203,A01,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,전체,%,109,급여별
특성별,비수급,97.7,B0301,A01,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,전체,%,109,급여별
특성별,비수급,97.6,B0301,A01,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2021,2022-07-15,전체,%,109,급여별
특성별,비수급,96.7,B0301,A01,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,전체,%,109,급여별
특성별,수급,2.3,B0302,A01,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,전체,%,109,급여별
특성별,수급,2.4,B0302,A01,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2021,2022-07-15,전체,%,109,급여별
특성별,수급,3.3,B0302,A01,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,전체,%,109,급여별
특성별,임차급여(특례포함),1.6,B030201,A01,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,전체,%,109,급여별
특성별,수선유지급여(특례포함),0.7,B030202,A01,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,전체,%,109,급여별
특성별,비수급,99.9,B0401,A01,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,전체,%,109,급여별
특성별,비수급,99.9,B0401,A01,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2021,2022-07-15,전체,%,109,급여별
특성별,비수급,99.7,B0401,A01,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,전체,%,109,급여별
특성별,수급,0.1,B0402,A01,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,전체,%,109,급여별
특성별,수급,0.1,B0402,A01,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2021,2022-07-15,전체,%,109,급여별
특성별,수급,0.3,B0402,A01,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,전체,%,109,급여별
특성별,1명,0.1,B040201,A01,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,전체,%,109,급여별
특성별,2명,0,B040202,A01,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,전체,%,109,급여별
특성별,3명 이상,0,B040203,A01,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,전체,%,109,급여별
특성별,비수급,97.7,B0101,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,남성,%,109,급여별
특성별,비수급,96.9,B0101,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2021,2022-07-15,남성,%,109,급여별
특성별,비수급,96.8,B0101,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,남성,%,109,급여별
특성별,수급,2.3,B0102,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,남성,%,109,급여별
특성별,수급,3.1,B0102,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2021,2022-07-15,남성,%,109,급여별
특성별,수급,3.2,B0102,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,남성,%,109,급여별
특성별,일반수급,2,B010201,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,남성,%,109,급여별
특성별,조건부수급,0.2,B010202,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,남성,%,109,급여별
특성별,특례수급,0.1,B010203,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,남성,%,109,급여별
특성별,비수급,92.7,B0201,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,남성,%,109,급여별
특성별,비수급,92.6,B0201,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2021,2022-07-15,남성,%,109,급여별
특성별,비수급,95.1,B0201,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,남성,%,109,급여별
특성별,수급,7.3,B0202,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,남성,%,109,급여별
특성별,수급,7.4,B0202,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2021,2022-07-15,남성,%,109,급여별
특성별,수급,4.9,B0202,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,남성,%,109,급여별
특성별,1종,2.5,B020201,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,남성,%,109,급여별
특성별,1종,5.2,B020201,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2021,2022-07-15,남성,%,109,급여별
특성별,1종,3.4,B020201,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,남성,%,109,급여별
특성별,2종,0.9,B020202,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,남성,%,109,급여별
특성별,2종,2.2,B020202,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2021,2022-07-15,남성,%,109,급여별
특성별,2종,1.4,B020202,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,남성,%,109,급여별
특성별,국가유공자무료진료,3.9,B020203,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,남성,%,109,급여별
특성별,비수급,97.5,B0301,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,남성,%,109,급여별
특성별,비수급,97.5,B0301,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2021,2022-07-15,남성,%,109,급여별
특성별,비수급,97,B0301,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,남성,%,109,급여별
특성별,수급,2.5,B0302,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,남성,%,109,급여별
특성별,수급,2.5,B0302,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2021,2022-07-15,남성,%,109,급여별
특성별,수급,3,B0302,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,남성,%,109,급여별
특성별,임차급여(특례포함),1.7,B030201,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,남성,%,109,급여별
특성별,수선유지급여(특례포함),0.7,B030202,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,남성,%,109,급여별
특성별,비수급,99.9,B0401,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,남성,%,109,급여별
특성별,비수급,99.9,B0401,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2021,2022-07-15,남성,%,109,급여별
특성별,비수급,99.7,B0401,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,남성,%,109,급여별
특성별,수급,0.1,B0402,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,남성,%,109,급여별
특성별,수급,0.1,B0402,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2021,2022-07-15,남성,%,109,급여별
특성별,수급,0.3,B0402,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,남성,%,109,급여별
특성별,1명,0.1,B040201,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,남성,%,109,급여별
특성별,2명,0,B040202,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,남성,%,109,급여별
특성별,3명 이상,0,B040203,A0201,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,남성,%,109,급여별
특성별,비수급,98.3,B0101,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,여성,%,109,급여별
특성별,비수급,96.4,B0101,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2021,2022-07-15,여성,%,109,급여별
특성별,비수급,95.6,B0101,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,여성,%,109,급여별
특성별,수급,1.7,B0102,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,여성,%,109,급여별
특성별,수급,3.6,B0102,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2021,2022-07-15,여성,%,109,급여별
특성별,수급,4.4,B0102,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,여성,%,109,급여별
특성별,일반수급,1.4,B010201,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,여성,%,109,급여별
특성별,조건부수급,0.2,B010202,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,여성,%,109,급여별
특성별,특례수급,0.1,B010203,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,여성,%,109,급여별
특성별,비수급,93.4,B0201,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,여성,%,109,급여별
특성별,비수급,91,B0201,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2021,2022-07-15,여성,%,109,급여별
특성별,비수급,92.3,B0201,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,여성,%,109,급여별
특성별,수급,6.6,B0202,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,여성,%,109,급여별
특성별,수급,9,B0202,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2021,2022-07-15,여성,%,109,급여별
특성별,수급,7.7,B0202,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,여성,%,109,급여별
특성별,1종,3.5,B020201,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,여성,%,109,급여별
특성별,1종,6.3,B020201,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2021,2022-07-15,여성,%,109,급여별
특성별,1종,6.1,B020201,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,여성,%,109,급여별
특성별,2종,1,B020202,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,여성,%,109,급여별
특성별,2종,2.7,B020202,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2021,2022-07-15,여성,%,109,급여별
특성별,2종,1.6,B020202,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,여성,%,109,급여별
특성별,국가유공자무료진료,2.1,B020203,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,여성,%,109,급여별
특성별,비수급,98.3,B0301,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,여성,%,109,급여별
특성별,비수급,97.7,B0301,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2021,2022-07-15,여성,%,109,급여별
특성별,비수급,95.7,B0301,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,여성,%,109,급여별
특성별,수급,1.8,B0302,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,여성,%,109,급여별
특성별,수급,2.3,B0302,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2021,2022-07-15,여성,%,109,급여별
특성별,수급,4.3,B0302,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,여성,%,109,급여별
특성별,임차급여(특례포함),1.2,B030201,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,여성,%,109,급여별
특성별,수선유지급여(특례포함),0.6,B030202,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,여성,%,109,급여별
특성별,비수급,99.9,B0401,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,여성,%,109,급여별
특성별,비수급,99.8,B0401,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2021,2022-07-15,여성,%,109,급여별
특성별,비수급,99.8,B0401,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,여성,%,109,급여별
특성별,수급,0.1,B0402,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,여성,%,109,급여별
특성별,수급,0.2,B0402,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2021,2022-07-15,여성,%,109,급여별
특성별,수급,0.2,B0402,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,여성,%,109,급여별
특성별,1명,0,B040201,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,여성,%,109,급여별
특성별,2명,0,B040202,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,여성,%,109,급여별
특성별,3명 이상,0,B040203,A0202,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,여성,%,109,급여별
특성별,비수급,99.2,B0101,A0301,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,40대 이하,%,109,급여별
특성별,비수급,99.4,B0101,A0301,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2021,2022-07-15,40대 이하,%,109,급여별
특성별,비수급,99.6,B0101,A0301,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,40대 이하,%,109,급여별
특성별,수급,0.8,B0102,A0301,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,40대 이하,%,109,급여별
특성별,수급,0.6,B0102,A0301,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2021,2022-07-15,40대 이하,%,109,급여별
특성별,수급,0.4,B0102,A0301,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,40대 이하,%,109,급여별
특성별,일반수급,0.4,B010201,A0301,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,40대 이하,%,109,급여별
특성별,조건부수급,0.3,B010202,A0301,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,40대 이하,%,109,급여별
특성별,특례수급,0,B010203,A0301,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,40대 이하,%,109,급여별
특성별,비수급,96.4,B0201,A0301,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,40대 이하,%,109,급여별
특성별,비수급,97.1,B0201,A0301,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2021,2022-07-15,40대 이하,%,109,급여별
특성별,비수급,97.7,B0201,A0301,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,40대 이하,%,109,급여별
특성별,수급,3.6,B0202,A0301,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,40대 이하,%,109,급여별
특성별,수급,2.9,B0202,A0301,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2021,2022-07-15,40대 이하,%,109,급여별
특성별,수급,2.3,B0202,A0301,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,40대 이하,%,109,급여별
특성별,1종,0.9,B020201,A0301,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,40대 이하,%,109,급여별
특성별,1종,1.6,B020201,A0301,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2021,2022-07-15,40대 이하,%,109,급여별
특성별,1종,0.9,B020201,A0301,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,40대 이하,%,109,급여별
특성별,2종,0.5,B020202,A0301,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,40대 이하,%,109,급여별
특성별,2종,1.3,B020202,A0301,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2021,2022-07-15,40대 이하,%,109,급여별
특성별,2종,1.4,B020202,A0301,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,40대 이하,%,109,급여별
특성별,국가유공자무료진료,2.2,B020203,A0301,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,40대 이하,%,109,급여별
특성별,비수급,99.1,B0301,A0301,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,40대 이하,%,109,급여별
특성별,비수급,99.1,B0301,A0301,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2021,2022-07-15,40대 이하,%,109,급여별
특성별,비수급,99.4,B0301,A0301,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,40대 이하,%,109,급여별
특성별,수급,0.9,B0302,A0301,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,40대 이하,%,109,급여별
특성별,수급,0.9,B0302,A0301,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2021,2022-07-15,40대 이하,%,109,급여별
특성별,수급,0.6,B0302,A0301,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,40대 이하,%,109,급여별
특성별,임차급여(특례포함),0.5,B030201,A0301,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,40대 이하,%,109,급여별
특성별,수선유지급여(특례포함),0.3,B030202,A0301,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,40대 이하,%,109,급여별
특성별,비수급,99.6,B0401,A0301,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2018,2019-08-02,40대 이하,%,109,급여별
특성별,비수급,99.5,B0401,A0301,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2021,2022-07-15,40대 이하,%,109,급여별
특성별,비수급,99,B0401,A0301,A,%,T001,DT_109006_A012,국민기초생활보장제도 수급 현황,국민기초생활보장제도 수급 현황,2024,2025-06-19,40대 이하,%,109,급여별
