,C1_OBJ_NM,C2_NM,DT,C1_NM,UNIT_NM,ITM_NM,C2_OBJ_NM,TBL_NM
41,특성별,공적이전소득,1855,70대,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
42,특성별,전체(경상소득),2028,80대 이상,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
43,특성별,근로소득,39,80대 이상,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
44,특성별,사업소득,69,80대 이상,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
45,특성별,재산소득,161,80대 이상,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
46,특성별,사적이전소득,153,80대 이상,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
47,특성별,공적이전소득,1607,80대 이상,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
48,특성별,전체(경상소득),2576,독립유공자,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
49,특성별,근로소득,278,독립유공자,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
50,특성별,사업소득,159,독립유공자,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
51,특성별,재산소득,139,독립유공자,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
52,특성별,사적이전소득,115,독립유공자,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
53,특성별,공적이전소득,1884,독립유공자,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
54,특성별,전체(경상소득),3884,국가유공자(본인),만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
55,특성별,근로소득,958,국가유공자(본인),만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
56,특성별,사업소득,206,국가유공자(본인),만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
57,특성별,재산소득,229,국가유공자(본인),만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
58,특성별,사적이전소득,66,국가유공자(본인),만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
59,특성별,공적이전소득,2425,국가유공자(본인),만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
60,특성별,전체(경상소득),2441,국가유공자(유족),만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
61,특성별,근로소득,608,국가유공자(유족),만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
62,특성별,사업소득,284,국가유공자(유족),만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
63,특성별,재산소득,165,국가유공자(유족),만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
64,특성별,사적이전소득,125,국가유공자(유족),만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
65,특성별,공적이전소득,1261,국가유공자(유족),만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
66,특성별,전체(경상소득),2424,5·18민주유공자,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
67,특성별,근로소득,953,5·18민주유공자,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
68,특성별,사업소득,455,5·18민주유공자,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
69,특성별,재산소득,102,5·18민주유공자,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
70,특성별,사적이전소득,122,5·18민주유공자,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
71,특성별,공적이전소득,793,5·18민주유공자,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
72,특성별,전체(경상소득),2055,참전유공자,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
73,특성별,근로소득,182,참전유공자,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
74,특성별,사업소득,131,참전유공자,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
75,특성별,재산소득,168,참전유공자,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
76,특성별,사적이전소득,151,참전유공자,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
77,특성별,공적이전소득,1423,참전유공자,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
78,특성별,전체(경상소득),2422,고엽제,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
79,특성별,근로소득,148,고엽제,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
80,특성별,사업소득,177,고엽제,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
81,특성별,재산소득,126,고엽제,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
82,특성별,사적이전소득,141,고엽제,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
83,특성별,공적이전소득,1830,고엽제,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
84,특성별,전체(경상소득),2948,특수임무유공자,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
85,특성별,근로소득,1861,특수임무유공자,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
86,특성별,사업소득,489,특수임무유공자,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
87,특성별,재산소득,79,특수임무유공자,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
88,특성별,사적이전소득,95,특수임무유공자,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
89,특성별,공적이전소득,424,특수임무유공자,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
90,특성별,전체(경상소득),4613,제대군인,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
91,특성별,근로소득,2769,제대군인,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
92,특성별,사업소득,462,제대군인,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
93,특성별,재산소득,121,제대군인,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
94,특성별,사적이전소득,62,제대군인,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
95,특성별,공적이전소득,1198,제대군인,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
96,특성별,전체(경상소득),3745,보훈보상대상자,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
97,특성별,근로소득,2007,보훈보상대상자,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
98,특성별,사업소득,398,보훈보상대상자,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
99,특성별,재산소득,112,보훈보상대상자,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
100,특성별,사적이전소득,41,보훈보상대상자,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
101,특성별,공적이전소득,1187,보훈보상대상자,만원,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
