,C1_OBJ_NM,C2_NM,DT,C2,C1,C1_NM,UNIT_NM,ITM_ID,TBL_ID,ITM_NM,C2_OBJ_NM,TBL_NM
175,특성별,사적이전소득,62.1,B05,A0402,국가유공자(본인),만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
176,특성별,사적이전소득,66,B05,A0402,국가유공자(본인),만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
177,특성별,공적이전소득,1914,B06,A0402,국가유공자(본인),만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
178,특성별,공적이전소득,2429.9,B06,A0402,국가유공자(본인),만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
179,특성별,공적이전소득,2425,B06,A0402,국가유공자(본인),만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
180,특성별,전체(경상소득),2026,B01,A0403,국가유공자(유족),만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
181,특성별,전체(경상소득),2351.7,B01,A0403,국가유공자(유족),만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
182,특성별,전체(경상소득),2441,B01,A0403,국가유공자(유족),만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
183,특성별,근로소득,521,B02,A0403,국가유공자(유족),만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
184,특성별,근로소득,538,B02,A0403,국가유공자(유족),만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
185,특성별,근로소득,608,B02,A0403,국가유공자(유족),만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
186,특성별,사업소득,249,B03,A0403,국가유공자(유족),만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
187,특성별,사업소득,313.7,B03,A0403,국가유공자(유족),만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
188,특성별,사업소득,284,B03,A0403,국가유공자(유족),만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
189,특성별,재산소득,108,B04,A0403,국가유공자(유족),만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
190,특성별,재산소득,120.6,B04,A0403,국가유공자(유족),만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
191,특성별,재산소득,165,B04,A0403,국가유공자(유족),만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
192,특성별,사적이전소득,103,B05,A0403,국가유공자(유족),만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
193,특성별,사적이전소득,104.9,B05,A0403,국가유공자(유족),만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
194,특성별,사적이전소득,125,B05,A0403,국가유공자(유족),만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
195,특성별,공적이전소득,1044,B06,A0403,국가유공자(유족),만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
196,특성별,공적이전소득,1274.4,B06,A0403,국가유공자(유족),만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
197,특성별,공적이전소득,1261,B06,A0403,국가유공자(유족),만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
198,특성별,전체(경상소득),3066,B01,A0404,5·18민주유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
199,특성별,전체(경상소득),2780.3,B01,A0404,5·18민주유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
200,특성별,전체(경상소득),2424,B01,A0404,5·18민주유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
201,특성별,근로소득,1713,B02,A0404,5·18민주유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
202,특성별,근로소득,1323.6,B02,A0404,5·18민주유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
203,특성별,근로소득,953,B02,A0404,5·18민주유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
204,특성별,사업소득,732,B03,A0404,5·18민주유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
205,특성별,사업소득,568.2,B03,A0404,5·18민주유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
206,특성별,사업소득,455,B03,A0404,5·18민주유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
207,특성별,재산소득,176,B04,A0404,5·18민주유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
208,특성별,재산소득,127,B04,A0404,5·18민주유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
209,특성별,재산소득,102,B04,A0404,5·18민주유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
210,특성별,사적이전소득,85,B05,A0404,5·18민주유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
211,특성별,사적이전소득,103.6,B05,A0404,5·18민주유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
212,특성별,사적이전소득,122,B05,A0404,5·18민주유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
213,특성별,공적이전소득,360,B06,A0404,5·18민주유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
214,특성별,공적이전소득,657.9,B06,A0404,5·18민주유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
215,특성별,공적이전소득,793,B06,A0404,5·18민주유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
216,특성별,전체(경상소득),1838,B01,A0405,참전유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
217,특성별,전체(경상소득),2149.4,B01,A0405,참전유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
218,특성별,전체(경상소득),2055,B01,A0405,참전유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
219,특성별,근로소득,205,B02,A0405,참전유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
220,특성별,근로소득,233.6,B02,A0405,참전유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
221,특성별,근로소득,182,B02,A0405,참전유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
222,특성별,사업소득,227,B03,A0405,참전유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
223,특성별,사업소득,414.2,B03,A0405,참전유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
224,특성별,사업소득,131,B03,A0405,참전유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
225,특성별,재산소득,153,B04,A0405,참전유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
226,특성별,재산소득,196.9,B04,A0405,참전유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
227,특성별,재산소득,168,B04,A0405,참전유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
228,특성별,사적이전소득,120,B05,A0405,참전유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
229,특성별,사적이전소득,140.6,B05,A0405,참전유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
230,특성별,사적이전소득,151,B05,A0405,참전유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
231,특성별,공적이전소득,1133,B06,A0405,참전유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
232,특성별,공적이전소득,1164.1,B06,A0405,참전유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
233,특성별,공적이전소득,1423,B06,A0405,참전유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
234,특성별,전체(경상소득),2301,B01,A0406,고엽제,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
235,특성별,전체(경상소득),2188.8,B01,A0406,고엽제,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
236,특성별,전체(경상소득),2422,B01,A0406,고엽제,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
237,특성별,근로소득,216,B02,A0406,고엽제,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
238,특성별,근로소득,202.8,B02,A0406,고엽제,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
239,특성별,근로소득,148,B02,A0406,고엽제,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
240,특성별,사업소득,214,B03,A0406,고엽제,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
241,특성별,사업소득,162.4,B03,A0406,고엽제,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
242,특성별,사업소득,177,B03,A0406,고엽제,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
243,특성별,재산소득,105,B04,A0406,고엽제,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
244,특성별,재산소득,165.3,B04,A0406,고엽제,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
245,특성별,재산소득,126,B04,A0406,고엽제,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
246,특성별,사적이전소득,76,B05,A0406,고엽제,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
247,특성별,사적이전소득,94.7,B05,A0406,고엽제,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
248,특성별,사적이전소득,141,B05,A0406,고엽제,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
249,특성별,공적이전소득,1690,B06,A0406,고엽제,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
250,특성별,공적이전소득,1563.7,B06,A0406,고엽제,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
251,특성별,공적이전소득,1830,B06,A0406,고엽제,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
252,특성별,전체(경상소득),3274,B01,A0407,특수임무유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
253,특성별,전체(경상소득),3137.3,B01,A0407,특수임무유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
254,특성별,전체(경상소득),2948,B01,A0407,특수임무유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
255,특성별,근로소득,2076,B02,A0407,특수임무유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
256,특성별,근로소득,1885.9,B02,A0407,특수임무유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
257,특성별,근로소득,1861,B02,A0407,특수임무유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
258,특성별,사업소득,368,B03,A0407,특수임무유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
259,특성별,사업소득,634.3,B03,A0407,특수임무유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
260,특성별,사업소득,489,B03,A0407,특수임무유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
261,특성별,재산소득,126,B04,A0407,특수임무유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
262,특성별,재산소득,66,B04,A0407,특수임무유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
263,특성별,재산소득,79,B04,A0407,특수임무유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
264,특성별,사적이전소득,84,B05,A0407,특수임무유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
265,특성별,사적이전소득,82.5,B05,A0407,특수임무유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
266,특성별,사적이전소득,95,B05,A0407,특수임무유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
267,특성별,공적이전소득,620,B06,A0407,특수임무유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
268,특성별,공적이전소득,468.7,B06,A0407,특수임무유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
269,특성별,공적이전소득,424,B06,A0407,특수임무유공자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
270,특성별,전체(경상소득),4606,B01,A0408,제대군인,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
271,특성별,전체(경상소득),4776.9,B01,A0408,제대군인,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
272,특성별,전체(경상소득),4613,B01,A0408,제대군인,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
273,특성별,근로소득,2304,B02,A0408,제대군인,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
274,특성별,근로소득,2726.9,B02,A0408,제대군인,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
275,특성별,근로소득,2769,B02,A0408,제대군인,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
276,특성별,사업소득,370,B03,A0408,제대군인,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
277,특성별,사업소득,603.4,B03,A0408,제대군인,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
278,특성별,사업소득,462,B03,A0408,제대군인,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
279,특성별,재산소득,95,B04,A0408,제대군인,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
280,특성별,재산소득,121.7,B04,A0408,제대군인,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
281,특성별,재산소득,121,B04,A0408,제대군인,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
282,특성별,사적이전소득,47,B05,A0408,제대군인,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
283,특성별,사적이전소득,32.1,B05,A0408,제대군인,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
284,특성별,사적이전소득,62,B05,A0408,제대군인,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
285,특성별,공적이전소득,1789,B06,A0408,제대군인,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
286,특성별,공적이전소득,1293,B06,A0408,제대군인,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
287,특성별,공적이전소득,1198,B06,A0408,제대군인,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
288,특성별,전체(경상소득),3066,B01,A0409,보훈보상대상자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
289,특성별,전체(경상소득),3734.3,B01,A0409,보훈보상대상자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
290,특성별,전체(경상소득),3745,B01,A0409,보훈보상대상자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
291,특성별,근로소득,1476,B02,A0409,보훈보상대상자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
292,특성별,근로소득,1814.9,B02,A0409,보훈보상대상자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
293,특성별,근로소득,2007,B02,A0409,보훈보상대상자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
294,특성별,사업소득,405,B03,A0409,보훈보상대상자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
295,특성별,사업소득,552,B03,A0409,보훈보상대상자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
296,특성별,사업소득,398,B03,A0409,보훈보상대상자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
297,특성별,재산소득,39,B04,A0409,보훈보상대상자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
298,특성별,재산소득,126.1,B04,A0409,보훈보상대상자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
299,특성별,재산소득,112,B04,A0409,보훈보상대상자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
300,특성별,사적이전소득,54,B05,A0409,보훈보상대상자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
301,특성별,사적이전소득,50.1,B05,A0409,보훈보상대상자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
302,특성별,사적이전소득,41,B05,A0409,보훈보상대상자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
303,특성별,공적이전소득,1092,B06,A0409,보훈보상대상자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
304,특성별,공적이전소득,1191.2,B06,A0409,보훈보상대상자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
305,특성별,공적이전소득,1187,B06,A0409,보훈보상대상자,만원,T001,DT_109006_D003,보훈대상자 평균 개인소득,소득별,보훈대상자 평균 개인소득
