C1_OBJ_NM,C2_NM,DT,C2,C1,PRD_SE,UNIT_NM_ENG,ITM_ID,TBL_ID,ITM_NM,TBL_NM,PRD_DE,LST_CHN_DE,C1_NM,UNIT_NM,ORG_ID,C2_OBJ_NM
특성별,공적이전소득,1088,B06,A0202,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2018,2019-08-02,여성,만원,109,소득별
특성별,공적이전소득,1376.1,B06,A0202,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2021,2022-07-13,여성,만원,109,소득별
특성별,공적이전소득,1356,B06,A0202,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2024,2025-07-17,여성,만원,109,소득별
특성별,전체(경상소득),4145,B01,A0301,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2018,2019-08-02,40대 이하,만원,109,소득별
특성별,전체(경상소득),4640.9,B01,A0301,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2021,2022-07-13,40대 이하,만원,109,소득별
특성별,전체(경상소득),4532,B01,A0301,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2024,2025-07-17,40대 이하,만원,109,소득별
특성별,근로소득,2939,B02,A0301,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2018,2019-08-02,40대 이하,만원,109,소득별
특성별,근로소득,3282.5,B02,A0301,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2021,2022-07-13,40대 이하,만원,109,소득별
특성별,근로소득,3445,B02,A0301,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2024,2025-07-17,40대 이하,만원,109,소득별
특성별,사업소득,478,B03,A0301,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2018,2019-08-02,40대 이하,만원,109,소득별
특성별,사업소득,725.9,B03,A0301,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2021,2022-07-13,40대 이하,만원,109,소득별
특성별,사업소득,517,B03,A0301,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2024,2025-06-26,40대 이하,만원,109,소득별
특성별,재산소득,38,B04,A0301,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2018,2019-08-02,40대 이하,만원,109,소득별
특성별,재산소득,43,B04,A0301,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2021,2022-07-13,40대 이하,만원,109,소득별
특성별,재산소득,63,B04,A0301,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2024,2025-07-17,40대 이하,만원,109,소득별
특성별,사적이전소득,50,B05,A0301,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2018,2019-08-02,40대 이하,만원,109,소득별
특성별,사적이전소득,22.7,B05,A0301,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2021,2022-07-13,40대 이하,만원,109,소득별
특성별,사적이전소득,28,B05,A0301,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2024,2025-07-17,40대 이하,만원,109,소득별
특성별,공적이전소득,640,B06,A0301,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2018,2019-08-02,40대 이하,만원,109,소득별
특성별,공적이전소득,567,B06,A0301,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2021,2022-07-13,40대 이하,만원,109,소득별
특성별,공적이전소득,480,B06,A0301,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2024,2025-07-17,40대 이하,만원,109,소득별
특성별,전체(경상소득),4687,B01,A0302,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2018,2019-08-02,50대,만원,109,소득별
특성별,전체(경상소득),4946.4,B01,A0302,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2021,2022-07-13,50대,만원,109,소득별
특성별,전체(경상소득),5151,B01,A0302,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2024,2025-07-17,50대,만원,109,소득별
특성별,근로소득,2460,B02,A0302,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2018,2019-08-02,50대,만원,109,소득별
특성별,근로소득,2676.4,B02,A0302,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2021,2022-07-13,50대,만원,109,소득별
특성별,근로소득,2986,B02,A0302,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2024,2025-07-17,50대,만원,109,소득별
특성별,사업소득,697,B03,A0302,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2018,2019-08-02,50대,만원,109,소득별
특성별,사업소득,671.8,B03,A0302,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2021,2022-07-13,50대,만원,109,소득별
특성별,사업소득,651,B03,A0302,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2024,2025-07-17,50대,만원,109,소득별
특성별,재산소득,147,B04,A0302,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2018,2019-08-02,50대,만원,109,소득별
특성별,재산소득,84.2,B04,A0302,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2021,2022-07-13,50대,만원,109,소득별
특성별,재산소득,173,B04,A0302,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2024,2025-07-17,50대,만원,109,소득별
특성별,사적이전소득,23,B05,A0302,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2018,2019-08-02,50대,만원,109,소득별
특성별,사적이전소득,34.7,B05,A0302,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2021,2022-07-13,50대,만원,109,소득별
특성별,사적이전소득,26,B05,A0302,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2024,2025-07-17,50대,만원,109,소득별
특성별,공적이전소득,1359,B06,A0302,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2018,2019-08-02,50대,만원,109,소득별
특성별,공적이전소득,1479.2,B06,A0302,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2021,2022-07-13,50대,만원,109,소득별
특성별,공적이전소득,1314,B06,A0302,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2024,2025-07-17,50대,만원,109,소득별
특성별,전체(경상소득),3009,B01,A0303,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2018,2019-08-02,60대,만원,109,소득별
특성별,전체(경상소득),3604.8,B01,A0303,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2021,2022-07-13,60대,만원,109,소득별
특성별,전체(경상소득),3530,B01,A0303,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2024,2025-07-17,60대,만원,109,소득별
특성별,근로소득,723,B02,A0303,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2018,2019-08-02,60대,만원,109,소득별
특성별,근로소득,936.5,B02,A0303,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2021,2022-07-13,60대,만원,109,소득별
특성별,근로소득,1076,B02,A0303,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2024,2025-07-17,60대,만원,109,소득별
특성별,사업소득,426,B03,A0303,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2018,2019-08-02,60대,만원,109,소득별
특성별,사업소득,470.3,B03,A0303,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2021,2022-07-13,60대,만원,109,소득별
특성별,사업소득,386,B03,A0303,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2024,2025-07-17,60대,만원,109,소득별
특성별,재산소득,159,B04,A0303,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2018,2019-08-02,60대,만원,109,소득별
특성별,재산소득,182.9,B04,A0303,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2021,2022-07-13,60대,만원,109,소득별
특성별,재산소득,175,B04,A0303,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2024,2025-07-17,60대,만원,109,소득별
특성별,사적이전소득,59,B05,A0303,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2018,2019-08-02,60대,만원,109,소득별
특성별,사적이전소득,64,B05,A0303,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2021,2022-07-13,60대,만원,109,소득별
특성별,사적이전소득,92,B05,A0303,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2024,2025-07-17,60대,만원,109,소득별
특성별,공적이전소득,1641,B06,A0303,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2018,2019-08-02,60대,만원,109,소득별
특성별,공적이전소득,1951.1,B06,A0303,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2021,2022-07-13,60대,만원,109,소득별
특성별,공적이전소득,1801,B06,A0303,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2024,2025-07-17,60대,만원,109,소득별
특성별,전체(경상소득),2115,B01,A0304,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2018,2019-08-02,70대,만원,109,소득별
특성별,전체(경상소득),2555.7,B01,A0304,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2021,2022-07-13,70대,만원,109,소득별
특성별,전체(경상소득),2585,B01,A0304,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2024,2025-07-17,70대,만원,109,소득별
특성별,근로소득,236,B02,A0304,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2018,2019-08-02,70대,만원,109,소득별
특성별,근로소득,232,B02,A0304,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2021,2022-07-13,70대,만원,109,소득별
특성별,근로소득,229,B02,A0304,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2024,2025-06-26,70대,만원,109,소득별
특성별,사업소득,264,B03,A0304,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2018,2019-08-02,70대,만원,109,소득별
특성별,사업소득,350.9,B03,A0304,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2021,2022-07-13,70대,만원,109,소득별
특성별,사업소득,172,B03,A0304,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2024,2025-07-17,70대,만원,109,소득별
특성별,재산소득,161,B04,A0304,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2018,2019-08-02,70대,만원,109,소득별
특성별,재산소득,174.1,B04,A0304,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2021,2022-07-13,70대,만원,109,소득별
특성별,재산소득,209,B04,A0304,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2024,2025-07-17,70대,만원,109,소득별
특성별,사적이전소득,82,B05,A0304,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2018,2019-08-02,70대,만원,109,소득별
특성별,사적이전소득,91.6,B05,A0304,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2021,2022-07-13,70대,만원,109,소득별
특성별,사적이전소득,120,B05,A0304,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2024,2025-07-17,70대,만원,109,소득별
특성별,공적이전소득,1373,B06,A0304,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2018,2019-08-02,70대,만원,109,소득별
특성별,공적이전소득,1707.2,B06,A0304,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2021,2022-07-13,70대,만원,109,소득별
특성별,공적이전소득,1855,B06,A0304,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2024,2025-07-17,70대,만원,109,소득별
특성별,전체(경상소득),1359,B01,A0305,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2018,2019-08-02,80대 이상,만원,109,소득별
특성별,전체(경상소득),1816.6,B01,A0305,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2021,2022-07-13,80대 이상,만원,109,소득별
특성별,전체(경상소득),2028,B01,A0305,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2024,2025-07-17,80대 이상,만원,109,소득별
특성별,근로소득,35,B02,A0305,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2018,2019-08-02,80대 이상,만원,109,소득별
특성별,근로소득,46.4,B02,A0305,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2021,2022-07-13,80대 이상,만원,109,소득별
특성별,근로소득,39,B02,A0305,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2024,2025-07-17,80대 이상,만원,109,소득별
특성별,사업소득,18,B03,A0305,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2018,2019-08-02,80대 이상,만원,109,소득별
특성별,사업소득,37.1,B03,A0305,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2021,2022-07-13,80대 이상,만원,109,소득별
특성별,사업소득,69,B03,A0305,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2024,2025-07-17,80대 이상,만원,109,소득별
특성별,재산소득,121,B04,A0305,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2018,2019-08-02,80대 이상,만원,109,소득별
특성별,재산소득,122.2,B04,A0305,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2021,2022-07-13,80대 이상,만원,109,소득별
특성별,재산소득,161,B04,A0305,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2024,2025-07-17,80대 이상,만원,109,소득별
특성별,사적이전소득,186,B05,A0305,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2018,2019-08-02,80대 이상,만원,109,소득별
특성별,사적이전소득,161.7,B05,A0305,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2021,2022-07-13,80대 이상,만원,109,소득별
특성별,사적이전소득,153,B05,A0305,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2024,2025-06-26,80대 이상,만원,109,소득별
특성별,공적이전소득,1000,B06,A0305,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2018,2019-08-02,80대 이상,만원,109,소득별
특성별,공적이전소득,1449.2,B06,A0305,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2021,2022-07-13,80대 이상,만원,109,소득별
특성별,공적이전소득,1607,B06,A0305,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2024,2025-07-17,80대 이상,만원,109,소득별
특성별,전체(경상소득),2622,B01,A0401,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2018,2019-08-02,독립유공자,만원,109,소득별
특성별,전체(경상소득),2770.1,B01,A0401,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2021,2022-07-13,독립유공자,만원,109,소득별
특성별,전체(경상소득),2576,B01,A0401,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2024,2025-07-17,독립유공자,만원,109,소득별
특성별,근로소득,473,B02,A0401,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2018,2019-08-02,독립유공자,만원,109,소득별
특성별,근로소득,356.3,B02,A0401,A,10000Won,T001,DT_109006_D003,보훈대상자 평균 개인소득,보훈대상자 평균 개인소득,2021,2022-07-13,독립유공자,만원,109,소득별
